City,Transport_Mode,Brand,Weather_Condition,Time_of_Day,Emergency_Alert,Speed_Limit_kmh,Past_Accidents_in_Region,accident_probability
Matara,Bus,Toyota,Light Rain,Afternoon (14:00-18:00),None,50,7,0.301
Colombo,Truck,Isuzu,Heavy Rain,Afternoon (14:00-18:00),None,60,122,0.9773
Batticaloa,Car,Mitsubishi,Light Rain,Night (22:00-00:00),None,90,8,0.4204
Trincomalee,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,60,13,0.3782
Colombo,Motorcycle,Yamaha,Windy,Early Morning (00:00-06:00),None,80,140,0.987
Batticaloa,Truck,Mitsubishi,Heavy Rain,Midday (10:00-14:00),Flood Alert,30,15,0.5393
Colombo,Motorcycle,Honda,Windy,Midday (10:00-14:00),None,80,93,0.937
Kurunegala,Motorcycle,Honda,Clear,Early Morning (00:00-06:00),Accident Nearby,50,16,0.4371
Batticaloa,Motorcycle,Suzuki,Clear,Early Morning (00:00-06:00),None,30,1,0.2088
Anuradhapura,Bus,Isuzu,Clear,Afternoon (14:00-18:00),None,90,10,0.3967
Negombo,Motorcycle,Honda,Clear,Evening (18:00-22:00),Police Checkpoint,70,25,0.5276
Kurunegala,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,30,16,0.2844
Batticaloa,Bicycle,Giant,Overcast,Afternoon (14:00-18:00),None,100,10,0.4302
Jaffna,Bus,Ashok Leyland,Clear,Midday (10:00-14:00),None,70,17,0.3825
Colombo,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,30,94,0.8633
Trincomalee,Three-Wheeler,Bajaj,Heavy Rain,Evening (18:00-22:00),None,30,9,0.3264
Colombo,Three-Wheeler,TVS,Windy,Midday (10:00-14:00),None,70,104,0.9371
Galle,Bus,Toyota,Overcast,Morning (06:00-10:00),None,50,28,0.4372
Kurunegala,Bus,Toyota,Clear,Morning (06:00-10:00),None,60,15,0.2909
Colombo,Truck,Isuzu,Clear,Morning (06:00-10:00),None,30,135,0.9573
Kurunegala,Car,Hyundai,Clear,Morning (06:00-10:00),None,40,23,0.3359
Galle,Car,Suzuki,Heavy Rain,Morning (06:00-10:00),None,70,25,0.5881
Matara,Bus,Isuzu,Heavy Rain,Afternoon (14:00-18:00),None,50,21,0.4493
Kurunegala,Motorcycle,Bajaj,Light Rain,Afternoon (14:00-18:00),None,100,25,0.7169
Jaffna,Van,Nissan,Overcast,Evening (18:00-22:00),None,50,23,0.414
Anuradhapura,Truck,Mitsubishi,Storm,Evening (18:00-22:00),None,30,15,0.3905
Anuradhapura,Bus,Toyota,Clear,Evening (18:00-22:00),Flood Alert,100,10,0.5623
Colombo,Car,Nissan,Windy,Midday (10:00-14:00),None,70,109,0.9383
Jaffna,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,60,10,0.4206
Kandy,Car,Honda,Clear,Evening (18:00-22:00),None,60,46,0.5843
Trincomalee,Car,Suzuki,Clear,Midday (10:00-14:00),None,60,12,0.2754
Negombo,Motorcycle,Suzuki,Clear,Morning (06:00-10:00),None,40,25,0.4151
Galle,Car,Nissan,Windy,Early Morning (00:00-06:00),None,60,24,0.4157
Colombo,Truck,Hino,Overcast,Morning (06:00-10:00),None,80,52,0.753
Colombo,Motorcycle,Suzuki,Clear,Evening (18:00-22:00),Accident Nearby,60,86,0.9315
Matara,Three-Wheeler,Bajaj,Light Rain,Evening (18:00-22:00),None,30,18,0.2936
Batticaloa,Bus,Ashok Leyland,Clear,Night (22:00-00:00),None,40,11,0.2622
Kandy,Three-Wheeler,TVS,Light Rain,Midday (10:00-14:00),Road Work,60,32,0.662
Galle,Bus,Toyota,Clear,Afternoon (14:00-18:00),Road Work,40,34,0.4946
Jaffna,Car,Honda,Clear,Afternoon (14:00-18:00),None,70,12,0.324
Kandy,Three-Wheeler,Bajaj,Storm,Afternoon (14:00-18:00),None,60,57,0.8246
Anuradhapura,Bus,Toyota,Overcast,Afternoon (14:00-18:00),Accident Nearby,60,16,0.4017
Trincomalee,Motorcycle,Suzuki,Overcast,Morning (06:00-10:00),Road Work,100,9,0.6249
Trincomalee,Car,Hyundai,Storm,Evening (18:00-22:00),None,40,20,0.4638
Kandy,Motorcycle,Bajaj,Clear,Night (22:00-00:00),Police Checkpoint,40,30,0.492
Kurunegala,Motorcycle,Yamaha,Clear,Night (22:00-00:00),None,70,31,0.569
Matara,Truck,Mitsubishi,Fog,Morning (06:00-10:00),None,60,23,0.5928
Trincomalee,Car,Nissan,Clear,Morning (06:00-10:00),None,60,9,0.2748
Jaffna,Bus,Isuzu,Storm,Afternoon (14:00-18:00),None,50,26,0.5004
Colombo,Three-Wheeler,Bajaj,Light Rain,Early Morning (00:00-06:00),None,90,93,0.9486
Galle,Bus,Isuzu,Clear,Midday (10:00-14:00),None,60,27,0.3935
Trincomalee,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,40,13,0.3244
Kandy,Bus,Toyota,Windy,Morning (06:00-10:00),None,50,43,0.5369
Negombo,Bus,Ashok Leyland,Heavy Rain,Morning (06:00-10:00),None,50,34,0.541
Colombo,Three-Wheeler,Bajaj,Fog,Early Morning (00:00-06:00),None,80,119,0.9803
Batticaloa,Car,Nissan,Overcast,Night (22:00-00:00),Police Checkpoint,70,3,0.2751
Galle,Car,Honda,Clear,Evening (18:00-22:00),None,70,34,0.5043
Colombo,Bus,Ashok Leyland,Clear,Evening (18:00-22:00),None,30,58,0.5244
Colombo,Motorcycle,Bajaj,Overcast,Morning (06:00-10:00),Traffic Jam,60,125,0.9743
Colombo,Motorcycle,Yamaha,Clear,Afternoon (14:00-18:00),None,100,128,0.9878
Kandy,Three-Wheeler,Bajaj,Light Rain,Evening (18:00-22:00),None,40,31,0.4783
Galle,Truck,Isuzu,Clear,Evening (18:00-22:00),None,50,21,0.4183
Kurunegala,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),None,70,15,0.5608
Trincomalee,Motorcycle,Bajaj,Clear,Morning (06:00-10:00),None,70,11,0.4392
Matara,Three-Wheeler,Bajaj,Light Rain,Evening (18:00-22:00),None,100,15,0.5631
Kurunegala,Motorcycle,Honda,Light Rain,Afternoon (14:00-18:00),Police Checkpoint,60,30,0.5618
Kurunegala,Motorcycle,Honda,Light Rain,Afternoon (14:00-18:00),None,80,34,0.7036
Kandy,Truck,Isuzu,Clear,Morning (06:00-10:00),None,50,62,0.7457
Trincomalee,Motorcycle,Suzuki,Overcast,Evening (18:00-22:00),None,40,9,0.345
Anuradhapura,Motorcycle,Yamaha,Fog,Evening (18:00-22:00),None,80,12,0.6458
Colombo,Motorcycle,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,60,57,0.8133
Colombo,Bus,Toyota,Overcast,Morning (06:00-10:00),None,60,79,0.8136
Colombo,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,50,124,0.9511
Trincomalee,Bus,Isuzu,Clear,Night (22:00-00:00),None,50,20,0.3248
Jaffna,Motorcycle,Bajaj,Overcast,Afternoon (14:00-18:00),None,60,9,0.3467
Trincomalee,Car,Hyundai,Light Rain,Afternoon (14:00-18:00),None,40,9,0.2438
Colombo,Motorcycle,Honda,Heavy Rain,Evening (18:00-22:00),None,100,99,0.977
Colombo,Motorcycle,Suzuki,Clear,Night (22:00-00:00),None,90,107,0.9671
Trincomalee,Car,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,50,8,0.293
Colombo,Bus,Toyota,Heavy Rain,Afternoon (14:00-18:00),Police Checkpoint,70,110,0.9566
Matara,Three-Wheeler,Bajaj,Overcast,Afternoon (14:00-18:00),None,60,14,0.3783
Colombo,Car,Honda,Clear,Afternoon (14:00-18:00),None,90,99,0.9369
Trincomalee,Car,Toyota,Clear,Evening (18:00-22:00),Accident Nearby,50,15,0.3921
Colombo,Three-Wheeler,Bajaj,Overcast,Morning (06:00-10:00),None,50,100,0.9075
Matara,Car,Hyundai,Windy,Afternoon (14:00-18:00),None,80,14,0.4117
Colombo,Three-Wheeler,Bajaj,Windy,Afternoon (14:00-18:00),None,70,97,0.9102
Anuradhapura,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,80,13,0.4821
Kandy,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),Accident Nearby,30,40,0.6338
Jaffna,Bicycle,Giant,Clear,Midday (10:00-14:00),None,60,15,0.3379
Kandy,Van,Isuzu,Clear,Evening (18:00-22:00),None,40,64,0.6757
Colombo,Van,Toyota,Clear,Midday (10:00-14:00),None,40,114,0.9157
Batticaloa,Motorcycle,Yamaha,Light Rain,Afternoon (14:00-18:00),None,50,9,0.4114
Batticaloa,Bus,Toyota,Clear,Evening (18:00-22:00),None,60,14,0.2993
Kurunegala,Car,Suzuki,Clear,Morning (06:00-10:00),None,60,21,0.3627
Trincomalee,Motorcycle,Honda,Storm,Midday (10:00-14:00),None,70,18,0.7095
Negombo,Car,Honda,Clear,Evening (18:00-22:00),None,60,30,0.4115
Colombo,Motorcycle,Bajaj,Clear,Night (22:00-00:00),None,40,97,0.9101
Kurunegala,Car,Toyota,Light Rain,Afternoon (14:00-18:00),None,30,27,0.3478
Anuradhapura,Van,Nissan,Overcast,Midday (10:00-14:00),Accident Nearby,70,5,0.4559
Colombo,Three-Wheeler,TVS,Clear,Evening (18:00-22:00),None,30,71,0.6535
Colombo,Bus,Ashok Leyland,Overcast,Early Morning (00:00-06:00),None,60,70,0.7797
Galle,Bicycle,Giant,Clear,Morning (06:00-10:00),None,70,26,0.4046
Matara,Motorcycle,Honda,Overcast,Morning (06:00-10:00),None,60,28,0.5146
Galle,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),None,60,41,0.6462
Trincomalee,Car,Suzuki,Clear,Morning (06:00-10:00),None,30,15,0.2417
Trincomalee,Motorcycle,Honda,Fog,Afternoon (14:00-18:00),Road Work,80,14,0.698
Galle,Bus,Isuzu,Clear,Evening (18:00-22:00),Flood Alert,40,11,0.3084
Colombo,Bus,Ashok Leyland,Fog,Morning (06:00-10:00),Police Checkpoint,50,86,0.885
Galle,Truck,Hino,Heavy Rain,Night (22:00-00:00),None,60,19,0.5459
Anuradhapura,Car,Nissan,Clear,Morning (06:00-10:00),None,30,10,0.2031
Colombo,Bus,Toyota,Windy,Midday (10:00-14:00),None,60,95,0.9038
Colombo,Bus,Ashok Leyland,Light Rain,Night (22:00-00:00),None,50,88,0.8584
Kandy,Car,Hyundai,Heavy Rain,Evening (18:00-22:00),None,50,20,0.5024
Trincomalee,Bicycle,Giant,Clear,Afternoon (14:00-18:00),Police Checkpoint,80,16,0.3807
Trincomalee,Van,Nissan,Clear,Morning (06:00-10:00),None,80,7,0.3479
Matara,Car,Hyundai,Clear,Afternoon (14:00-18:00),None,70,18,0.3383
Kandy,Motorcycle,Suzuki,Clear,Afternoon (14:00-18:00),Flood Alert,50,70,0.8755
Trincomalee,Car,Toyota,Light Rain,Night (22:00-00:00),Road Work,70,8,0.4292
Kurunegala,Motorcycle,Honda,Clear,Morning (06:00-10:00),Road Work,40,3,0.347
Jaffna,Bus,Isuzu,Clear,Afternoon (14:00-18:00),Flood Alert,60,15,0.4764
Kurunegala,Three-Wheeler,Bajaj,Clear,Morning (06:00-10:00),None,80,32,0.5509
Negombo,Motorcycle,Honda,Light Rain,Afternoon (14:00-18:00),None,70,44,0.7576
Galle,Car,Hyundai,Overcast,Midday (10:00-14:00),None,80,15,0.4411
Anuradhapura,Car,Honda,Clear,Night (22:00-00:00),None,50,16,0.3308
Colombo,Van,Isuzu,Overcast,Afternoon (14:00-18:00),None,80,88,0.9121
Galle,Van,Nissan,Overcast,Afternoon (14:00-18:00),Flood Alert,40,24,0.5204
Anuradhapura,Bus,Ashok Leyland,Heavy Rain,Midday (10:00-14:00),Accident Nearby,80,28,0.7267
Trincomalee,Car,Honda,Clear,Early Morning (00:00-06:00),Police Checkpoint,70,5,0.2851
Colombo,Motorcycle,Honda,Overcast,Midday (10:00-14:00),Flood Alert,50,106,0.9688
Trincomalee,Car,Suzuki,Clear,Midday (10:00-14:00),None,70,14,0.316
Colombo,Car,Suzuki,Clear,Afternoon (14:00-18:00),Accident Nearby,70,127,0.9722
Trincomalee,Truck,Isuzu,Overcast,Night (22:00-00:00),None,50,12,0.3197
Anuradhapura,Motorcycle,Bajaj,Overcast,Morning (06:00-10:00),Accident Nearby,30,15,0.4307
Colombo,Bus,Ashok Leyland,Heavy Rain,Afternoon (14:00-18:00),None,60,90,0.9217
Colombo,Van,Isuzu,Clear,Afternoon (14:00-18:00),None,50,106,0.897
Kandy,Car,Suzuki,Light Rain,Afternoon (14:00-18:00),None,100,40,0.6817
Negombo,Motorcycle,Honda,Light Rain,Evening (18:00-22:00),None,60,32,0.6209
Colombo,Car,Honda,Windy,Night (22:00-00:00),None,100,90,0.9401
Galle,Truck,Isuzu,Overcast,Afternoon (14:00-18:00),None,70,27,0.5623
Kurunegala,Van,Isuzu,Clear,Midday (10:00-14:00),None,60,23,0.416
Galle,Car,Mitsubishi,Fog,Morning (06:00-10:00),None,30,33,0.4847
Colombo,Three-Wheeler,Bajaj,Windy,Midday (10:00-14:00),None,60,98,0.905
Kurunegala,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,40,9,0.3136
Jaffna,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),None,40,25,0.3372
Batticaloa,Motorcycle,Suzuki,Clear,Midday (10:00-14:00),None,70,6,0.4576
Colombo,Motorcycle,Honda,Clear,Midday (10:00-14:00),None,80,83,0.9171
Kandy,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,90,37,0.7081
Matara,Motorcycle,Honda,Heavy Rain,Midday (10:00-14:00),None,80,26,0.7069
Galle,Car,Suzuki,Overcast,Morning (06:00-10:00),None,50,8,0.2538
Colombo,Motorcycle,Honda,Overcast,Afternoon (14:00-18:00),None,90,178,0.9969
Colombo,Bus,Ashok Leyland,Overcast,Afternoon (14:00-18:00),None,100,126,0.9802
Galle,Motorcycle,Yamaha,Storm,Afternoon (14:00-18:00),None,30,26,0.5741
Colombo,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,30,98,0.8694
Anuradhapura,Bus,Isuzu,Clear,Afternoon (14:00-18:00),None,80,15,0.455
Galle,Motorcycle,Suzuki,Heavy Rain,Morning (06:00-10:00),None,60,28,0.6646
Colombo,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,80,116,0.9718
Colombo,Car,Toyota,Overcast,Morning (06:00-10:00),Accident Nearby,80,113,0.9649
Galle,Motorcycle,Honda,Clear,Evening (18:00-22:00),None,50,25,0.4773
Galle,Motorcycle,Honda,Clear,Afternoon (14:00-18:00),Road Work,70,23,0.6174
Colombo,Car,Honda,Windy,Afternoon (14:00-18:00),Accident Nearby,40,96,0.8798
Matara,Motorcycle,Yamaha,Clear,Early Morning (00:00-06:00),None,30,16,0.3685
Trincomalee,Bus,Isuzu,Clear,Morning (06:00-10:00),None,70,17,0.4118
Trincomalee,Motorcycle,Honda,Windy,Evening (18:00-22:00),None,60,15,0.4582
Anuradhapura,Three-Wheeler,Bajaj,Overcast,Morning (06:00-10:00),None,50,0,0.216
Negombo,Car,Hyundai,Light Rain,Night (22:00-00:00),Road Work,60,33,0.615
Kandy,Van,Mitsubishi,Windy,Afternoon (14:00-18:00),None,50,47,0.6077
Batticaloa,Car,Suzuki,Clear,Afternoon (14:00-18:00),None,40,10,0.2281
Matara,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,60,15,0.3665
Colombo,Car,Honda,Clear,Evening (18:00-22:00),Road Work,70,128,0.9732
Kandy,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),None,50,56,0.693
Negombo,Motorcycle,Suzuki,Overcast,Morning (06:00-10:00),None,50,20,0.4639
Trincomalee,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),Police Checkpoint,90,14,0.434
Jaffna,Truck,Hino,Heavy Rain,Afternoon (14:00-18:00),None,50,11,0.4793
Trincomalee,Car,Suzuki,Overcast,Afternoon (14:00-18:00),None,30,5,0.2117
Colombo,Motorcycle,Yamaha,Clear,Morning (06:00-10:00),None,60,84,0.9171
Colombo,Bus,Isuzu,Light Rain,Morning (06:00-10:00),Road Work,60,121,0.963
Colombo,Motorcycle,Honda,Clear,Morning (06:00-10:00),None,60,123,0.9667
Anuradhapura,Van,Mitsubishi,Fog,Morning (06:00-10:00),None,50,16,0.3971
Kandy,Three-Wheeler,TVS,Clear,Afternoon (14:00-18:00),Police Checkpoint,30,54,0.5613
Anuradhapura,Truck,Mitsubishi,Heavy Rain,Morning (06:00-10:00),None,50,16,0.4642
Kandy,Car,Nissan,Windy,Morning (06:00-10:00),None,70,36,0.6318
Jaffna,Three-Wheeler,TVS,Clear,Morning (06:00-10:00),Flood Alert,50,20,0.4835
Jaffna,Bus,Toyota,Fog,Evening (18:00-22:00),None,80,22,0.5637
Kandy,Car,Suzuki,Heavy Rain,Afternoon (14:00-18:00),None,60,54,0.7404
Matara,Three-Wheeler,Bajaj,Clear,Evening (18:00-22:00),None,70,24,0.4177
Galle,Three-Wheeler,Bajaj,Clear,Midday (10:00-14:00),None,70,30,0.5491
Trincomalee,Motorcycle,Suzuki,Storm,Afternoon (14:00-18:00),None,70,14,0.5768
Colombo,Car,Toyota,Clear,Midday (10:00-14:00),None,60,126,0.9523
Kurunegala,Bicycle,Giant,Clear,Midday (10:00-14:00),None,90,23,0.4242
Kandy,Bus,Ashok Leyland,Fog,Afternoon (14:00-18:00),None,80,33,0.6881
Batticaloa,Truck,Mitsubishi,Clear,Morning (06:00-10:00),None,40,10,0.3112
Matara,Car,Hyundai,Clear,Night (22:00-00:00),None,50,12,0.273
